gene_id transcript_id K562_1 K562_10 K562_11 K562_12 K562_13 K562_14 K562_15 K562_16 K562_17 K562_18 K562_19 K562_2 K562_20 K562_21 K562_22 K562_23 K562_24 K562_25 K562_26 K562_27 K562_28 K562_29 K562_3 K562_30 K562_31 K562_32 K562_33 K562_34 K562_35 K562_36 K562_37 K562_38 K562_39 K562_4 K562_40 K562_41 K562_42 K562_5 K562_6 K562_7 K562_8 K562_9
ENSG00000166444 ENST00000531640.1_ST5-012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000175352 ENST00000309166.3_NRIP3-001 0 5.29 2.44 0.36 0.22 3.59 0 16.13 0 24.58 33.85 0.54 7.14 6.14 13.39 15.73 0.78 0 1.51 5.66 1.29 0 0.79 0 1.97 0.6 11.56 0 1.28 0 9.9 0 1.81 0.5 0 0.53 16.38 0.74 0.79 22.86 0 0.13
ENSG00000110315 ENST00000265981.2_RNF141-001 0 34.91 38.99 18.17 16.15 62.88 7.95 24.28 61.57 7.82 25.12 3.05 28.11 2.24 28.88 2.14 39.48 8.75 28.79 15.67 0 24.38 6.67 7.54 107.93 42.95 60.18 8.02 69.55 27.34 32.33 45.7 153.76 81.99 17.3 20.4 26.33 17.34 26.8 13.5 121.82 12.51
ENSG00000110321 ENST00000339995.5_EIF4G2-001 224.46 264.5 247.95 184.46 200.77 436.31 371.76 201.81 152.15 282.62 356.12 417.53 108.23 275.91 477.46 414.36 371.53 259.19 157.83 373.86 347.73 297.6 180.73 327.05 355.17 282.75 411.17 332.7 261.99 308.44 362.99 211.56 199.02 226.04 215.63 275.41 342.05 214.53 192.12 39.71 237.43 344.29
ENSG00000129084 ENST00000418988.2_PSMA1-002 16.27 16.74 8.1 0 0 4.55 9.92 7.33 28.68 1.88 5.81 27.93 69.97 0 0 3.71 12.21 17.14 0 1.36 0 18.36 0 49.11 0 7.88 4.35 16.61 0 0 1.21 0 45.11 0 3.24 30.67 0 5.97 19.09 0 0 0
ENSG00000011405 ENST00000503729.2_PIK3C2A-004 0 7.14 0 13.23 0.2 1.73 6.33 0.56 7.22 27.47 0 0 4.86 10.46 19.73 0 0 20.43 3.82 0 9.63 0 0 0 0 0.25 0 3.02 0 0 0.27 0.48 0 0.22 0 22.9 1.13 0 17.53 5.09 0.63 0
ENSG00000110756 ENST00000349215.3_HPS5-001 0.22 1.18 10.14 33.55 4.87 6.12 43.11 1.9 4.84 0 63.23 0.16 0.49 5.73 18.26 0.36 3.52 0 30.64 17.2 1.86 1.32 26.42 0.28 0.88 0 1.57 7.4 2.42 22.79 10.46 15.48 89.86 0.59 9.78 0 0 14.58 12.32 6.56 6.09 7
ENSG00000256282 ENST00000534919.1_RP11-504G3.4-002 0 0 0 0 0 0 0 0 0 1.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000255323 ENST00000532380.1_CTD-2140G10.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000148943 ENST00000278193.2_LIN7C-002 52.32 66.93 41.78 37.32 13.68 36.79 25.13 59.99 37.27 44.71 53.9 76.93 44.27 53.9 52.57 18.55 79.03 27.91 50.79 34.33 61.82 50.88 70.03 24.1 48.29 67.27 27.44 61.09 48.33 15.12 37.13 73.39 31.89 33.17 29.29 66.29 58.17 69.06 61.16 49.48 57.89 29.41
ENSG00000170959 ENST00000342355.4_DCDC1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000148950 ENST00000278200.1_IMMP1L-001 126.32 34.05 254.41 60.83 57.36 70.12 98.33 137.14 67.9 52.08 79.36 220.63 137.16 88.08 118.64 15.26 185.57 106.39 35.51 69.83 3.44 33.87 153.84 88.61 285.63 118.23 56.39 114.41 126.77 119.11 184.9 93.64 185.93 132.67 253.73 247.12 113.72 228.12 124.07 67.79 72.81 122.39
ENSG00000175104 ENST00000348124.5_TRAF6-002 0.18 4.59 0 0.1 19.31 17.5 0 11.29 1.94 11.26 0.74 1.24 0 0.14 1.34 0 0.76 0.21 12.31 0 0 18.8 4.29 0 1.65 22.18 25.11 0 0.1 6.22 11.92 36.62 0.21 0 0 3.79 0.11 10.15 0 0 0 0
ENSG00000255175 ENST00000529017.1_RP11-277K23.1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000255388 ENST00000526978.1_RP11-124G5.3-002 0 0 0 0 0 0 0 0 0 0 0 0.45 0 0 0 0 0 0 0 0 0 0 0.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000246250 ENST00000530450.1_RP11-613D13.5-003 0 0 0 0 0 0 0 0 0 0 0 0.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000244926 ENST00000499194.1_ALKBH3-AS1-001 0 0 0 0 0.22 0 0 0.39 0 0 0 0 0 0 0 0 0 9.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.19 0 0 0 0 0 0 0 1.07
ENSG00000175220 ENST00000311956.4_ARHGAP1-001 1.63 0.98 34.68 4.95 47.39 17.7 26.06 11.82 6.1 83.45 43.44 3.44 107.5 98.2 0.51 3.71 14.54 44.8 6.26 22.15 25.79 46 28.94 12.2 2.61 73.22 25.17 14.31 12.48 6.44 90.64 5.13 22.25 5.47 13.11 1.5 31.07 26.59 11.04 96.34 34.22 0.18
ENSG00000175216 ENST00000312055.5_CKAP5-201 28.37 95.9 66.27 34.35 34.39 74.26 46.26 54.8 27.86 68.57 36.41 25.88 42.77 37.12 11.9 44.51 27.77 45.32 68.69 31.46 35.65 59.52 97.99 97.7 35.44 57.8 26.21 55.06 28.36 66.23 47.55 14.04 65.24 26.68 40.84 20.18 89.82 69.71 41.42 31.69 54.89 55.9
ENSG00000156603 ENST00000337672.2_MED19-001 0 8.89 5.69 10.51 0 11.12 0 4.96 0 0 0.56 0.35 4.84 2.48 0 3.06 0 0.51 0 0 1.35 3.31 9.15 13.01 13.43 6.69 15.61 20.66 2.6 2.53 0 2.25 105.09 1.43 0 2.77 0 2.09 0 2.65 0 4.5
ENSG00000110048 ENST00000263847.1_OSBP-001 6.72 6.52 19.41 8.23 20.59 9.54 17.68 8.34 1.88 6.28 13.67 9.86 47.2 4.82 3.77 11.01 15.06 6.51 9.7 14.67 41.36 17.11 97.81 16.29 2.71 2.45 7.49 1.58 1.21 15.13 7.68 24.72 22.04 1.66 19.45 15.55 19.31 4.33 12.33 0.11 2.47 10.48
ENSG00000166889 ENST00000300146.9_PATL1-001 4.04 0 0.71 0.23 3.54 1.68 0 0.18 0.1 3.84 0.56 15.85 4.04 10.53 1.25 1.53 1.42 0.25 0.94 0 0 1.41 0 1.78 0.51 0 2.24 0 0.33 0 0 0.12 0 6.25 0 2.96 4.84 0.46 67.93 1.99 0 0.24
ENSG00000110107 ENST00000227524.4_PRPF19-001 3.73 0.45 0 0 0 0.57 0 2.94 0 0.44 0 0 0 0 3.35 4.3 0 0 0 0 1.03 0.71 0 0 1.13 0 0.74 0 0.25 0 0 0 0 6.47 0.28 0 7.05 0.25 0 0 0 0
ENSG00000149532 ENST00000340437.4_CPSF7-001 6.78 22.25 15.26 12.36 1.71 6.81 4.13 3.95 22.64 8.4 3.64 77.19 6.47 26.41 3.73 5.15 143.09 1.58 8.4 3.77 0.27 0.6 18.4 5.49 13.21 1.56 13.97 18.91 4.12 11.46 21.15 0.54 7.18 2.59 102.22 7.33 0.31 2.84 7.89 0.74 5.96 3.55
ENSG00000134825 ENST00000257262.8_TMEM258-005 304.01 336.82 525.68 458.9 316.07 282.32 320.78 272.88 295.57 320.08 378.89 349.65 266.74 432.36 375.09 432.68 438.45 319.76 366.69 440.78 443.05 384.68 367.48 357.82 357.64 338.38 336.95 491.91 383.12 381.44 288.91 533.33 531.02 433.94 387.52 435.85 356.33 460.82 328.13 302.97 307.55 470.56
ENSG00000255432 ENST00000528405.1_RP11-831H9.11-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000255717 ENST00000363981.1_SNHG1-201 290.39 531.19 228.14 443.77 353.5 308.95 537.27 95.96 140.43 289.16 230.87 155.83 286.67 232.61 388.94 452.47 268.5 225.58 117.04 489.59 459.99 736.09 187.77 236.32 472.37 405.57 653.02 374.03 299.44 479.56 707.74 240.69 471.6 356.94 680.44 308.04 267.24 296.34 153.42 352.8 147.53 638.55
ENSG00000256116 ENST00000534988.1_RP11-783K16.14-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.81 0 0 0 0 0 1.71 2.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000110046 ENST00000377264.3_ATG2A-001 0.23 0 0 0 0 0 0 0 0.42 0 0 0 0.28 0.32 0 0.31 0 0 0 0 0.48 0 0.25 0 0 1.15 0 0 2.69 0 0 0.25 0 0 0 0.51 0 0.24 0 0.27 0 0
ENSG00000146670 ENST00000275517.3_CDCA5-001 42.83 39.39 35.56 24.79 38.14 27.12 13.09 43.83 0.16 52.27 23.31 50.74 113.15 19.28 12.19 24.43 175.66 10.78 42.69 107.74 71.53 17.73 12.24 44.36 17.15 7.79 152.4 54.68 66.77 58.59 63.76 101.3 55.24 14.04 21.48 60.89 80.15 11.79 13.35 40.62 61.97 37.19
ENSG00000173327 ENST00000309100.3_MAP3K11-001 0 0.06 0.46 2.69 0.22 8.32 0.88 0.19 0 5.86 0.61 2.81 0 0 0.1 4.68 0 0.27 1.02 2.6 0.2 1.79 0.31 0.16 0 0.77 0 0.1 4.47 0 0.25 0 1.12 0.29 0.08 0 0 0.08 0 0.1 0 0.79
ENSG00000175573 ENST00000438576.2_C11orf68-001 0 2.86 64.95 3.39 1.96 0.66 0.38 3.37 0.56 14.71 0.38 0 0 5.59 13.42 14.55 0 2.08 7.81 0 42 6.59 0.34 0.82 3.34 0 11.43 18.21 0 0 44.55 0 0 1.26 1.88 0.67 0 0.32 102.6 6.84 0.34 0.34
ENSG00000174684 ENST00000311181.4_B3GNT1-001 0 0 0 0.91 0 0 0 0 5.78 0 0 0 2.71 0 0 0 0 0 0 0 0.44 0 0.25 0 0 0 0.56 0 0.22 0 0.24 0 0.26 0.23 0 4.97 0 0 0 0 0 0
ENSG00000174547 ENST00000524576.1_MRPL11-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000174165 ENST00000310442.3_ZDHHC24-001 0 0 0 0 0 0 0 0 1.11 0 0 0 0 0 0 0 0.34 0 0 0 0.24 0.33 0.61 1.28 1 0.3 0.69 0 0 0 0 4.01 0 0 0 0 0 0 0 0 0 0
ENSG00000184224 ENST00000333139.3_C11orf72-001 0.19 0 0.55 0.44 0 0 0.57 0 0.35 0 0.24 0 0.23 0 0 0 0 0 0 0 0 0 0.21 0.25 0.39 0 0.57 0.36 0.18 0.22 0 0 0 0 0 0 0 0 0 0 0 0.94
ENSG00000255306 ENST00000532296.1_RP5-901A4.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.86 5.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000197345 ENST00000362034.2_MRPL21-001 450.5 446.63 240.81 284.2 451.94 278.51 393.2 388.16 319.72 218.32 420.84 233.2 120.34 373.49 330.79 303.12 246.47 387.97 304.41 247.84 387.06 388.25 279.2 266.98 261.51 299.47 310.27 317.51 371.79 303.48 435.11 182 487.99 248.54 403.58 274.69 538.14 297.25 243.76 306.51 306.03 226.22
ENSG00000172893 ENST00000527452.1_DHCR7-005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000254469 ENST00000528184.1_RP11-849H4.2-004 0 38.04 0 0 21.22 2.41 0 0 0 15.13 61.63 0 0 2.62 0 44.99 0 60.59 1.11 0 3.73 0 62.07 0 0 7.92 30.79 0.67 0.51 12.26 0 0 3.3 0 0 0 0 0 1.04 22.36 0 0.29
ENSG00000175536 ENST00000310109.4_LIPT2-001 0 0 0 0 0 0 0 0 0 0 0 0 0.79 0 0 0 0 0 0 0 0 0 0 0 22.94 0 0 0 0 0 0 0.72 0 0 0.68 0 0 0 0 0 0 0
ENSG00000166435 ENST00000321448.8_XRRA1-002 25.87 0.72 8.11 7.59 4.53 0.29 16.76 35.52 6.21 1.54 21.38 0.74 7.22 7.3 12.7 6.69 6.5 13.43 24.5 18.15 28.64 4.52 18.47 20.35 18.1 12.55 14.58 8.01 4.85 3.93 9.01 17.32 0.65 3.54 20.18 14.49 12 7.07 21.75 17.68 9.92 13.51
ENSG00000137492 ENST00000260045.3_PRKRIR-001 26.34 0.1 0 28.77 2.39 23.91 20.89 22.43 4.97 0 0.7 12 2.1 17.75 11.69 54.11 159.87 0 12.23 14.85 3.67 22.82 36.98 4.78 47.49 27 2.09 0.12 3.23 5.89 1.89 6.64 14.37 7.04 54.97 25.89 39.21 6.73 12.22 0 2.46 7.1
ENSG00000255135 ENST00000530759.1_RP11-111M22.3-001 110.09 20.67 12.29 22.98 33.31 83.57 15.86 19.53 108.23 28.2 47.9 142.83 126.15 86.53 22.52 16.17 0 108.73 9.98 18.94 45.68 71.2 12.48 11.38 33.68 34.3 75.35 62.76 7.69 35.64 92.15 157.01 43.07 110.44 51.44 22.18 90.65 48.34 1.94 106.08 81.55 85.84
ENSG00000254810 ENST00000531511.1_RP11-672A2.4-001 0 0 0 0 0 0 0.98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000048649 ENST00000308488.6_RSF1-001 0.86 62.11 9.27 65.89 33.78 11.81 12.36 30.97 0.22 40.66 9.15 59.6 66.72 67.32 69.96 26.71 26.87 34.42 36.43 36.44 21.31 49.77 4.97 10.82 27.21 14.62 127.72 38.64 27.03 6.35 16.49 38.02 32.23 6.62 14.56 26.74 12.91 16.6 14.93 49.19 16.23 37.57
ENSG00000159063 ENST00000299626.5_ALG8-001 212.26 195.36 59.79 71.43 49.73 18.18 86.04 142.46 0 19.42 170.94 8.9 106.71 113.9 136.87 105.78 273.64 114.74 42.54 159.11 130.84 124.47 60.62 61.17 55.22 0 65.9 19.38 10.88 78.52 88.21 86.49 8.35 82.73 42 49.56 66.48 247.32 290.91 101.31 27.44 65.74
ENSG00000137502 ENST00000524635.1_RAB30-014 0 0 0.06 0 0.33 0 0 0 0 0 0 0 0.05 0 0 0 0.06 0 0 0.16 0 0.14 12.27 0 0.47 0 25.14 0 0 0 0 0.1 0 0 0 0 0.05 0.14 0 0 0 0
ENSG00000215504 ENST00000544076.1_AP000974.1-201 0 0 0 0 0 0 1.71 0 0 0 0 0 0 0 0 0 0.27 0 0.81 0 0 0 0 0 5.82 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0.21 0 0 0
ENSG00000174804 ENST00000531380.1_FZD4-001 0 11.7 0.23 0 0 0 0 0.66 7.79 0 4.52 0.86 0 0 31.31 0 1.8 0 0 0 23.64 1.53 1.35 0 0.06 0 0 0.98 0 2.42 7.54 0.53 1.78 2.72 0 0.88 0.14 0.06 0 3.04 0 0.07
ENSG00000255102 ENST00000531454.1_RP11-164N3.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000150316 ENST00000279839.6_CWC15-201 142.43 107.24 193.7 104.58 100.19 86.83 167.98 128.6 30.71 87.9 136.48 127.65 226.68 141.05 57.34 134.61 38.9 70.22 199.42 135.94 40.92 164.05 57.73 119.01 143.27 92.75 157.88 65.63 76.86 52.79 85.53 63.63 154.98 243.33 66.66 122.6 121.88 192.45 76.46 168.23 169.79 160.89
ENSG00000149231 ENST00000524836.1_CCDC82-004 26.77 17.66 0 40.83 4.56 2.11 29.24 0.95 0 35.19 12.02 18.36 20.09 26.88 5.45 0.35 44.55 49.59 47.35 9 18.33 20.34 3.91 0.68 0.89 12.46 0 10.27 23.86 34.08 31.8 1.18 32.37 3.9 3.42 20.88 9.79 11.16 14.38 20.43 26.59 59.69
ENSG00000110660 ENST00000429869.1_SLC35F2-202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000255129 ENST00000526487.1_RP11-839D17.3-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000180425 ENST00000325636.4_C11orf71-001 0 9.29 0 0 13.73 31.36 0 0 0 0 0 0 0 3.31 0 0 0 0 0 14.82 0 6.07 0 0 26.13 0 22.35 14.03 13.15 0 0 6.77 15.14 0.66 0 21.76 2.54 1.65 0 0 29.21 0
ENSG00000160613 ENST00000320934.3_PCSK7-001 0 0 0 12.19 4.97 0.5 0.86 0 31.1 0.85 1.22 0 0 6.23 0 0.6 0 0 0 0 0 0 1.73 0 0.18 0 0 0 0 1.66 0 0 0.22 3.89 0 0 0 0 0.11 0 0.78 0
ENSG00000255121 ENST00000526453.1_RP11-110I1.12-001 0 0 0 0 0 14.68 0 0 0 0 0 0 17.35 0.49 0 0 25.7 1.11 0 1.12 0 0 13.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0
ENSG00000036672 ENST00000260187.2_USP2-001 1.73 9.05 0 32.29 0.57 0 0 4.77 2.47 3.37 6.37 4.44 1.52 3.07 0.98 0.87 15.37 13.53 0 0.22 7.32 3.98 1.58 13.21 3.04 1.58 1.19 0 1.23 0.72 1.99 2.58 1.84 0 17.11 4.02 2.53 0 2.11 4.32 0.35 9.83
ENSG00000110400 ENST00000264025.3_PVRL1-002 0 0.06 0 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0.18 0 0.18 0 0 0 0 0 0 0 0 0 0 0.27 0 0 0 0 0 0 0 0 0
ENSG00000254880 ENST00000532316.1_RP11-687M24.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000110060 ENST00000227474.3_PUS3-201 0 8.02 50.71 2.06 7.17 0 4.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 0 0 0 0 27.14 18.57 0.17 0 0 0 0
ENSG00000255027 ENST00000533033.2_RP11-680F20.9-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000254938 ENST00000530572.1_RP11-688I9.4-001 0 0 0 0 0 0 2.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000196323 ENST00000357899.4_ZBTB44-003 0.87 0.55 5.22 0.12 0 1.52 0.11 1.1 0 1.79 4.71 0.32 1.57 1.76 0 18.58 0 8.07 0.83 2.18 0.64 6.27 1.15 0.09 0.04 2.29 0 0.11 3.49 3.85 11.64 24.76 0 2.48 0.15 1.54 0.38 0.34 6.27 0.08 3.72 2.78
ENSG00000151500 ENST00000341541.3_THYN1-002 120.23 206.87 171.01 131.15 182.44 121.08 72.07 206.76 228.55 129.88 115.13 122.46 79.44 145.65 141.9 51.46 176.05 131.58 81.44 119.29 164.93 372.93 192.81 61.6 61.9 341.73 309.92 132.74 177.4 134.44 144.71 141.68 138.33 120.64 73.51 164.76 240.19 300.15 184.88 165.41 160.55 211.02
ENSG00000151065 ENST00000280665.6_DCP1B-002 0 0 0 0 0 0.38 0.82 0 45.95 33.97 0.28 0 23.38 0 0 0 9.74 0 0 59.53 10.72 0 14.08 5.89 0 0 1.12 0.34 0.39 0.26 0 0 0 0 0 0 0 6.46 0 0.26 1.79 0
ENSG00000111206 ENST00000342628.2_FOXM1-003 0 5.12 0 0 0 4.67 0 0 0 0 4.07 0 0 0 0 0 0 0 0 0 0 0 0 8.9 0 0 0 0 0 7.47 0 0 0 0.34 0 0 0 2.38 0 0 0 0
ENSG00000047621 ENST00000261250.3_C12orf4-001 5.27 0 2.28 0.76 8.78 9.44 4.52 2.38 30.53 0 1.17 49.33 0 12.85 0 0 26.21 0 6.7 7.18 0.21 1.17 30.75 3.94 2.51 0 27.11 6.97 0 6.76 1.8 0 39.16 26.17 0.25 0 4.76 14.86 33.65 0 0.26 6.75
ENSG00000111254 ENST00000541484.1_AKAP3-003 0 0 2.36 0 0 0 0 0 5.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 0 0 0 0 0 0 0 0
ENSG00000255474 ENST00000527518.1_RP11-234B24.2-001 0 0.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000215039 ENST00000399492.2_CD27-AS1-006 0 0 0 0 0 0.79 0 0 0 0.32 0 0 0 1.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000111653 ENST00000341550.4_ING4-001 0 81.83 1.75 0 0 40.32 0 5.62 0 10.08 49.09 94.64 14.81 69.44 0 42.68 46.73 0 0 54.14 0 0 1.61 0 0 0 22.86 0 0 0 0 144.81 0.32 0 0 0 0 0 0 12.52 0 37.28
ENSG00000111665 ENST00000229265.6_CDCA3-006 49.55 222.57 30.56 128.57 85.57 332.93 20.38 170.18 0 93.34 152.53 37.88 0 157.43 32.2 257.35 35.21 211.54 124.68 0 44.11 139.93 101.46 147.97 101.57 58.16 61.66 106.81 40.12 119.38 42.51 15.51 0 30.78 38.08 40.48 246.61 186.97 39.68 29.38 35.35 233.58
ENSG00000171847 ENST00000307435.6_FAM90A1-001 0 0 0 0 0 0 0 0 8.18 0 0 0 0 0 0 1.22 0 1.02 0 0 0 0.23 0.22 0 0 0 0 0.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0.22
ENSG00000003056 ENST00000000412.3_M6PR-001 109.68 61.42 86.1 42.08 54.75 24.07 124.93 125.38 58.9 71.75 63.32 43.92 55.33 55.98 75.94 50.16 67.31 53.93 124.85 117.27 77.53 90.41 52.77 24.82 22.92 46.76 165.21 100.06 81.07 53.77 61.74 17.53 66.14 15.33 70.88 68.16 108.14 77.57 80.61 60.96 56.27 19.66
ENSG00000214851 ENST00000538094.1_LINC00612-001 0 0 0 0 0.19 0 0 0.33 0 0 0 0 0 0 0 0.29 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0.24 0 0 0 0.22 0 0 0 0 0 0 0 0
ENSG00000256803 ENST00000544225.1_RP11-133L14.5-001 0 0 0 0 0 0 0 0 0 0 0.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7
ENSG00000013583 ENST00000014930.4_HEBP1-001 0.23 2.09 0 0 0 2.06 0 0 0 0 0 0 0 1.14 0 0 52.13 0 0 0 0.4 0 0 0 0 0 0 0 0 0.47 12.53 13.9 0 0 0 0 1.88 0 0 0 0 0
ENSG00000244573 ENST00000509114.2_RPL30P11-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000084463 ENST00000261167.2_WBP11-001 40.94 28.77 18.98 18.47 37.19 22.46 19.69 8.78 7.84 28.24 35.54 53.67 24.95 19.72 34.31 21.7 22.63 29.4 22.5 16.48 5.74 19.21 37.78 30.12 20.04 25.7 3.57 36.93 25.5 35.26 23.57 27.33 17.75 41.62 27.93 28.71 7.91 23.18 40.48 9.35 37.65 13.35
ENSG00000151491 ENST00000535752.1_EPS8-017 0 0 0 0 0 0 0 10.97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000004700 ENST00000314748.6_RECQL-005 36.8 5.93 12.35 11.37 5.91 11.13 3.47 11.26 4.42 2.39 57.45 2.79 0 24.47 45.59 29.3 13.07 7.81 9.43 15.43 44.45 9.11 28.37 41.6 1.29 0.22 62.77 3.63 22 13.05 3.62 2.37 13.8 31.48 39.62 5.22 19.62 16.93 0.44 2.18 2.03 14.06
ENSG00000257023 ENST00000542076.1_RP11-268P4.4-001 0 0 0 0 0 0 0 0 0 0 0 0.45 0 0 0 0 0 0 0 0 0 0.66 0 0 0 0 0 0 0 0 0.61 0 0 0 0 0 0 0 0 0 0 0.63
ENSG00000118307 ENST00000320267.9_CASC1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000064102 ENST00000261191.7_ASUN-001 53.12 17.11 99.33 79 32.41 82.14 124.87 73.47 91.02 54.25 17.87 25.82 24.22 47.11 113.58 128.87 146.69 40.61 80.12 73.35 67.74 123.43 62.8 51.13 143.81 139.2 54.71 77.63 0 62.97 146.86 163.48 54.27 111.52 37.73 50.98 69.56 131.72 209.16 32.85 32.88 8.4
ENSG00000256377 ENST00000536317.1_RP11-1060J15.4-001 0 0 0 0 0 0 0 0 0 0 0 0.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.77 0 0 0 0 0 0 0
ENSG00000257258 ENST00000553075.1_RP11-946L16.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000110888 ENST00000251071.5_CAPRIN2-201 0 0.21 0 0 0 0 0 0 0 0 0.36 0 0 0 0.09 0 0 0 0 0 0 13.04 0 0 0.1 0 0 0.06 0 0 0 4.76 0 2.2 0 4.22 0 0 0 0 0 0
ENSG00000015153 ENST00000327791.4_YAF2-201 31.53 9.8 40.47 0 15.91 22.38 10.31 4.6 0 15.64 7 40.28 0.96 15.88 0.14 46.61 1.44 43.95 5.96 11.78 3.08 40.8 15.13 0.6 43.42 47.74 20.2 26.49 0 24.51 26.75 22.75 0.32 16.1 1.93 15.02 6.27 21.44 20.49 30.95 11.53 38.33
ENSG00000257510 ENST00000550337.1_RP11-609L23.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
