gene_id transcript_id scRNAseq_HepG2_72x_15_1.1 scRNAseq_HepG2_72x_15_1.2 scRNAseq_HepG2_72x_15_1.3 scRNAseq_HepG2_72x_15_1.4 scRNAseq_HepG2_72x_15_1.5 scRNAseq_HepG2_72x_15_1.6 scRNAseq_HepG2_72x_15_1.8 scRNAseq_HepG2_72x_15_2.1 scRNAseq_HepG2_72x_15_2.2 scRNAseq_HepG2_72x_15_2.3 scRNAseq_HepG2_72x_15_2.4 scRNAseq_HepG2_72x_15_2.5 scRNAseq_HepG2_72x_15_2.6 scRNAseq_HepG2_72x_15_2.7 scRNAseq_HepG2_72x_15_2.8 scRNAseq_HepG2_72x_15_3.1 scRNAseq_HepG2_72x_15_3.2 scRNAseq_HepG2_72x_15_3.3 scRNAseq_HepG2_72x_15_3.4 scRNAseq_HepG2_72x_15_3.5 scRNAseq_HepG2_72x_15_3.7 scRNAseq_HepG2_72x_15_3.8 scRNAseq_HepG2_72x_15_4.1 scRNAseq_HepG2_72x_15_4.2 scRNAseq_HepG2_72x_15_4.3 scRNAseq_HepG2_72x_15_4.4 scRNAseq_HepG2_72x_15_4.5 scRNAseq_HepG2_72x_15_4.6 scRNAseq_HepG2_72x_15_4.7 scRNAseq_HepG2_72x_15_4.8 scRNAseq_HepG2_72x_15_5.1 scRNAseq_HepG2_72x_15_5.2 scRNAseq_HepG2_72x_15_5.4 scRNAseq_HepG2_72x_15_5.5 scRNAseq_HepG2_72x_15_5.6 scRNAseq_HepG2_72x_15_5.7 scRNAseq_HepG2_72x_15_5.8 scRNAseq_HepG2_72x_15_6.1 scRNAseq_HepG2_72x_15_6.2 scRNAseq_HepG2_72x_15_6.3 scRNAseq_HepG2_72x_15_6.4 scRNAseq_HepG2_72x_15_6.5 scRNAseq_HepG2_72x_15_6.6 scRNAseq_HepG2_72x_15_6.7 scRNAseq_HepG2_72x_15_6.8 scRNAseq_HepG2_72x_15_7.1 scRNAseq_HepG2_72x_15_7.2 scRNAseq_HepG2_72x_15_7.3 scRNAseq_HepG2_72x_15_7.4 scRNAseq_HepG2_72x_15_7.5 scRNAseq_HepG2_72x_15_7.6 scRNAseq_HepG2_72x_15_8.1 scRNAseq_HepG2_72x_15_8.2 scRNAseq_HepG2_72x_15_8.3 scRNAseq_HepG2_72x_15_8.4 scRNAseq_HepG2_72x_15_8.6 scRNAseq_HepG2_72x_15_8.7 scRNAseq_HepG2_72x_15_8.8 scRNAseq_HepG2_72x_15_9.1 scRNAseq_HepG2_72x_15_9.2 scRNAseq_HepG2_72x_15_9.3 scRNAseq_HepG2_72x_15_9.5 scRNAseq_HepG2_72x_15_9.6 scRNAseq_HepG2_72x_15_9.7 scRNAseq_HepG2_72x_15_9.8
ENSG00000255135 ENST00000530759.1_RP11-111M22.3-001 0 32.76 0 28.15 6.64 0 10.4 36.07 0 0 0 0 12.96 0 15.74 37.94 13.21 0 8.68 7.29 37.67 0 0 52.98 15.52 0 40.72 37.86 69.73 48.95 35.26 0 20.13 0 0 0 0 0 35.46 71.68 58.92 0 0 0 0 0 58.92 0 0 0 33.28 20.2 0 0 0 0 69.97 70.53 88.99 163 4.41 21.96 90.06 34.75 0
ENSG00000254810 ENST00000531511.1_RP11-672A2.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000048649 ENST00000308488.6_RSF1-001 0 67.45 71.26 18.84 5.08 16.53 23.1 16.66 29.13 7.91 17.88 11.54 22.91 31.31 26.2 17.01 22.84 47.16 26.84 63.58 10.95 30.54 1.75 32.92 0 47.59 15.43 32.26 37.68 8.6 20.78 31.9 45.72 72.3 65.72 22.76 82.29 20.24 26.58 58.56 14.09 0 201.47 0 44.16 32.06 10.14 23.6 13.31 0 46.44 21.26 2.14 16.87 0 6.39 0 20.49 60.71 6.2 20.13 0 0 34.12 70.5
ENSG00000159063 ENST00000299626.5_ALG8-001 73.69 151.53 208.34 106.7 105.99 89.7 102.17 125.13 108.24 131.81 53.94 193.99 151.46 97.63 4.74 156.15 66.66 266.67 123.85 62.54 2.48 252.45 5.61 11.25 262.91 325.32 91.62 116.12 52.81 291.12 38.7 165.58 105.41 1.52 0 0 18.07 26.26 256.27 50.28 31.04 154.21 0 0.67 2.79 98.26 98.3 76.22 123.82 6.7 9.51 86.77 4.7 226.88 2.43 225.91 260.81 195.46 200.14 0.89 35.41 67.57 86.32 84.05 69.23
ENSG00000137502 ENST00000524635.1_RAB30-014 0 22.96 0 1.03 3.43 0 32.41 0 0 0.34 0 0 0 0 0 0.14 14.92 0 7.29 0 0 0 0 0.05 0 0 0 0.12 5.13 0 0 0 0 41.83 0 1.3 0 61.78 23.56 0 0 0 0 0 0 8.35 0.2 0 0 0.14 0.9 10.23 0 4.64 0 21.61 0 0 0 0 0 0 8.83 0 0
ENSG00000215504 ENST00000544076.1_AP000974.1-201 0.19 0 0 0.27 0.37 0 0 0 0.27 0 0.26 0 0 0 0 0 0 0 0.32 0 0 0.28 0 0 0 0 0 0 0 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.91 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0
ENSG00000174804 ENST00000531380.1_FZD4-001 0.18 0 0 0 6.41 0 0.6 14.1 0 0 1.38 0 9.7 5.56 36.52 18.38 3.61 0 1.31 19.21 0 1.41 2.03 0 0 0 0 4.7 0 2.97 18.1 0.49 7.5 0 8.16 16.63 0 0.08 0 0 1.25 0 0.05 0 0 12.47 20.94 0 0 0 2 0 0 20.09 0 16.06 22.26 0 28.09 0 0.06 0.7 0 1.93 14.84
ENSG00000255102 ENST00000531454.1_RP11-164N3.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000150316 ENST00000279839.6_CWC15-201 33.53 214.55 98.63 63.21 77.53 80.5 84.37 63.29 29.91 157.65 121.66 51.8 60.86 121.49 90.97 113.61 52.31 96.85 83.66 64.81 58.29 150.6 70.89 52.33 110.43 86.38 50.1 50.87 27.52 144.34 129.41 25.37 55.95 43.43 101.76 19.48 304.46 60.62 58.49 68.56 107.76 69.92 118.21 279.27 57.25 108.13 126.85 103.73 32.52 57.11 133.69 28.75 49.06 99.87 69.81 73.4 40.55 25.8 35.79 165.28 107.57 119.58 150.49 152.44 154.32
ENSG00000149231 ENST00000524836.1_CCDC82-004 0.31 24.91 0.96 18.56 15.13 67.6 51.03 9.64 41.05 64.64 3.73 0.84 5.88 3.96 61.46 2.65 11.26 8.16 51.38 0 21.31 10.25 37.44 25.97 149.98 0 6.05 0 11.92 55.26 18.66 11.04 35.49 0 0 67.91 157.04 0 15.02 0 37.87 56.65 0 0 0 33.42 72.25 0 0.18 92.86 77.23 51.56 7.56 6.49 0 14.14 0 170.72 70.52 8.54 22.77 12.49 0 24.62 33.64
ENSG00000110660 ENST00000429869.1_SLC35F2-202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000255129 ENST00000526487.1_RP11-839D17.3-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000180425 ENST00000325636.4_C11orf71-001 43.78 50.09 0 12.64 1.5 0.98 0 18.17 0 17.72 0 3.4 14.23 17.42 0 14.05 21.77 26.83 16.58 25.35 13.66 0 0 24.41 11.52 0 5.44 22.16 24.93 22.2 9.58 50.69 14.09 0 51.85 60.88 0 0 0 0 20.28 0 7.89 0 28.36 44.01 0 0 0.9 5.61 37.48 65.28 25.03 22.44 54.72 0 0 54.09 0 0 13.84 0 0 40.59 0.72
ENSG00000160613 ENST00000320934.3_PCSK7-001 2.71 0 0 0 0 0 0.32 0.5 0 15.33 0 0 0 0 0 0 0 0 1.04 0 0.19 0 0 0 0 0 0 0 4.85 0 0 0 0 0 0 0 0 12.72 0 0 0 0 0 0.77 0 0 0 0 0 51.89 0 0 0 0 0 0 0 0 0 0 0 0.61 0 0.37 0
ENSG00000255121 ENST00000526453.1_RP11-110I1.12-001 0 0 0 0 0 0 11.48 0 0 0 11.63 0 0 0 0 0 6.72 0 0 0 1.51 0 0 0 0 0 0 0 0 0 0 37.8 0 0 0 0 0 0 0 0 0 0 0 0 0 7.82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000036672 ENST00000260187.2_USP2-001 30.29 0 40.77 9.79 27.46 0 7.26 19.66 16.45 5.74 13.45 9.9 19.25 0 0 0 6.83 15.31 8.12 25.33 9.22 14.65 9.97 14.47 0.79 0 16.73 19.98 12.24 10.05 8.61 0 20.17 5.31 0 18.32 36.77 21.88 14.65 0 4.33 0 17.74 0 0.76 15.98 1.91 50.45 10.44 0 0.15 2.02 7.65 3.8 0 24.34 16.43 0 0.11 8.74 0 0.33 7.4 12.23 5.02
ENSG00000110400 ENST00000264025.3_PVRL1-002 0 0 0 0 0 0 0 0 0 0 0 0 0.19 0 0 0.27 0 0 0 0 0 0 0 0 0 0 0 0 0 3.36 0 0 0 0 0 0 0 0 3.73 0 0 0 0 0 0 0 0 2.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.79 0 0
ENSG00000254880 ENST00000532316.1_RP11-687M24.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000110060 ENST00000227474.3_PUS3-201 0 0 0 0 0 0 0 0 0 0 21.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0 0 0 71.64 0 0 0 0 0 0
ENSG00000255027 ENST00000533033.2_RP11-680F20.9-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000254938 ENST00000530572.1_RP11-688I9.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.71 0 0 0 0 0
ENSG00000196323 ENST00000357899.4_ZBTB44-003 0 0 38.65 0 12.34 0.94 0.85 1.04 0.2 0 8.32 4.74 12.27 13.12 0 8.96 1.92 0 0 0.16 0 0 0 0 21.71 0 0 0 0.49 0.7 0 0 18.85 0 0 0 0.39 0 4.5 0 0.2 0 0 6.67 0 2.14 9.59 7.55 0 0 2.19 0.21 0 0 0 2.92 0 0 0 0 0 0 0 6.15 0
ENSG00000151500 ENST00000341541.3_THYN1-002 84.11 86.83 0 79.08 202.61 215.58 227.94 131.67 176.15 196.56 120.35 115.66 151.86 0.81 224.54 178.74 202.8 82.13 96.1 138.37 102.85 141.99 42.04 75.19 177.93 395.72 145.84 132.77 238.09 123 135.82 285.09 162.77 184.62 473.75 143.89 49.6 56.82 75.1 63.95 53.54 138.16 0.89 76.74 86.47 38.7 181.06 319.48 193.74 287.39 159.38 225.39 106.01 190.15 293.48 116.18 166.99 0 156.01 290.16 108.96 235.72 0 129.48 200.99
ENSG00000151065 ENST00000280665.6_DCP1B-002 0 1.74 0 0 10.63 0 0 52.78 1.18 2.77 21.32 29.07 30.22 25.36 0 0 5.46 11.1 23.95 44.81 42.1 0 0.34 0 13.07 72.71 0 0 22.84 0 29.42 0 0 60.45 48.27 0 0 4.64 4.12 0 28.65 0 0 12.34 54.3 0 0 63.97 0.46 39.84 12.51 0 0 0 0 40.82 54.3 0 0 0 37.42 43.62 0 0 0
ENSG00000111206 ENST00000342628.2_FOXM1-003 0 0 0 0 0 0 4.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.26 0 0 0 0 0 0 0 0 0
ENSG00000047621 ENST00000261250.3_C12orf4-001 0 22.47 0 0 0 0 0 18.53 33.48 0 0 0 18.98 0 0 0 0 0 1.56 50.56 0 3.79 0 0.48 0 60.91 47.15 0 0 0 0 0 0 0 0 0 0 62.78 0 0 14.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.05
ENSG00000111254 ENST00000541484.1_AKAP3-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000255474 ENST00000527518.1_RP11-234B24.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000215039 ENST00000399492.2_CD27-AS1-006 0 0 0 0 0 0 0 9.76 0 0 0 0 0 0 0 0 15 0 0 6.93 0 0 0 0 1.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.38 0 0 0
ENSG00000111653 ENST00000341550.4_ING4-001 0 0 0 136.26 33.19 25.63 68.66 1.29 0 4.22 0 13.25 45.59 0 0 47.41 48.56 0 0 27.09 9.54 0 0 0 0 0 0 7.04 0 0 75.14 0 0 0 0 0.33 0 0 0 97.3 30.95 0 0 127.98 0 21.87 7.88 0 133.97 0 0 0 0 0 0 0 0 0 0 0 53.77 0 0 0 55.89
ENSG00000111665 ENST00000229265.6_CDCA3-006 0 60.94 182.73 63.86 104.37 126.83 89.58 206.5 228.96 38.74 167.13 65.19 127.27 273.74 46.1 161.92 110.41 0 172.12 40.44 98.97 187.26 0 226.53 0 210.87 41.68 140.29 24.98 96.16 110.95 1.4 101.99 63.5 0 0 1.37 1.06 28.12 0 48.3 1.34 10.32 0 51.78 1.29 255.82 65.54 0 247.4 60.26 66.58 0 35.69 0 40.26 0 0 156.32 115.05 31.05 210.04 0 128.57 142.59
ENSG00000171847 ENST00000307435.6_FAM90A1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000003056 ENST00000000412.3_M6PR-001 110.16 50.75 0 95.78 57.04 89.13 26.78 38.65 23.61 5.74 24.77 66.81 10.36 13.07 29.75 73.26 11.8 116.48 14.13 24.85 78.03 60.16 75.94 55.44 124.03 105.6 71.19 113.72 18.41 44.58 32.14 0.31 25.85 128.68 0 72.11 46.32 440.14 44.04 46.72 44.56 0 0 39.45 38.27 25.2 99.19 0.22 85.33 173.05 4.16 96.63 25.12 53.39 0 45.57 76.86 0 1.12 67.79 65.42 28.22 176.6 64.39 33.89
ENSG00000214851 ENST00000538094.1_LINC00612-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000256803 ENST00000544225.1_RP11-133L14.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000013583 ENST00000014930.4_HEBP1-001 0 33.63 0 24.24 14.09 67.09 8.07 11.06 0 43.52 0.55 2.95 32.58 50.74 46.84 18.74 1.31 7.94 12.22 41.24 19.39 0 28.64 93.61 0 64.95 83.93 42.91 7.21 57.79 28.03 0 26.89 15 0 20.39 27.75 32.18 13.57 37.55 16.85 0 3.08 0.46 62 18.33 36.86 0 0 56.98 0 0 0 0 0 56.5 121.12 0 0 68.89 0 36.57 36.78 34.31 25.67
ENSG00000244573 ENST00000509114.2_RPL30P11-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000084463 ENST00000261167.2_WBP11-001 0 21.5 0 17.19 46.71 26.13 107.39 41.2 32.67 61.5 38.02 26.96 62.29 50.5 27.73 45.6 11.12 12.96 20.22 25.55 18.91 39.66 0 88.9 74.69 61.36 23.47 48.06 22.06 38.68 28.68 33.7 34.56 91.77 43.99 82.94 5.23 0 34.48 0 45.49 9.32 32.96 0 39.11 19.76 23.06 48.99 26.39 40.87 11.9 63.97 33.26 28.14 0 71.91 4.77 0 41.67 43.82 18.63 33.75 9.27 15.06 8.02
ENSG00000151491 ENST00000535752.1_EPS8-017 33.1 0 59.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78.33 0 0 0 0 0 0 0 0 67.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000004700 ENST00000314748.6_RECQL-005 0 34.32 0 25.83 20.53 4 89.85 9.73 47.74 29.76 3.17 26.41 29.6 0 60.45 13.25 37.57 0 15.37 25.4 54.02 6.6 0 0.13 0 52.84 0 3.3 0 84.14 5.71 0.21 25.65 109.22 0 0 51.64 45.06 95.09 1.52 23.21 40.24 0 0 3.25 0 0 0.17 89.76 0 6.15 25.33 30.5 40.56 0.19 43.88 0 0 0 6.62 43.87 2.42 0 0 0.16
ENSG00000257023 ENST00000542076.1_RP11-268P4.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000118307 ENST00000320267.9_CASC1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000064102 ENST00000261191.7_ASUN-001 0 0 0 46.04 31.91 120.54 21.43 55.7 5.26 0 0 20.01 5.28 0 31.95 3.76 13.13 0 39.25 37.73 5.66 78.23 0 0 0 0 77.52 151.54 112.89 82.92 3.33 1.11 0 201.3 0 0 0 111.49 0 0 0 107.05 0 0 0 0 8.65 109.96 0 0.22 1.79 0 0 0 0 0 37.28 3.5 0 0 0 0 0 21.16 51.31
ENSG00000256377 ENST00000536317.1_RP11-1060J15.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000257258 ENST00000553075.1_RP11-946L16.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000110888 ENST00000251071.5_CAPRIN2-201 0.9 0 0 0 0.81 8.14 11.82 0.76 0 0 13.17 0 0 0 0 0 0 0 11.58 0 5.97 0 16.52 0 0 0 1.09 0 0 0 0 0 0 0 0 2 0 0 0 290.58 0 0 0 0 17.4 18.78 37.39 26.15 0 0 0 20.85 0 0 0 28.48 10.05 0 0 0 0 14.12 0 15.87 0
ENSG00000015153 ENST00000327791.4_YAF2-201 0 0 0 8.75 14.89 72.26 47.49 13.22 3.44 10.39 27.38 21.01 24.45 9.67 7.56 15.2 46.08 15.2 23 13.11 42.01 57.55 0 8.02 0 0.42 6.45 8.26 1.19 0 0 10.68 22.32 0 0 107.02 109.12 56.74 86.53 0 28.07 0 0 68.88 0 15.81 8.38 35.68 22.69 2.9 0 9.78 0 63.03 0 90.42 154.9 119.99 0 14.47 10.92 5.87 0 27.4 0.82
ENSG00000257510 ENST00000550337.1_RP11-609L23.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000129317 ENST00000344862.5_PUS7L-001 36.82 0 0 24.2 23.7 49.97 34.99 16.67 109.63 29.87 27.87 0.36 31.17 0 77.08 52.36 23.5 68.79 17.45 72.14 26.45 6.73 0 83.95 0 0 57.55 46.6 7.96 150.99 12.25 108.27 25.01 0 0 0 89.81 0 0 0 17.95 51.99 0 0 174.19 0 0 93.23 0 0 49.45 0 13.18 0.91 4.94 36.4 70.26 0 78.33 0 101.43 0 0 11.16 36.99
ENSG00000005175 ENST00000005386.3_RPAP3-001 0 0 0.19 32.34 15.94 0 40.54 24.84 22.31 29.64 1.11 12.39 13.31 10.2 1.61 0.98 8.3 0 23 9.91 12.51 0 8.52 3.45 0 0 12.49 0 23.68 0 6.93 68.21 7.83 0 12.63 62.77 0 26.78 30.59 0 2.13 57.79 2.5 0 0 17.94 36.06 95.2 27.09 0 22.31 7.45 24.17 28.77 0.23 0 0 0 2.31 0.17 0.22 1.75 0 16.88 0
ENSG00000258203 ENST00000546804.1_RP1-228P16.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000187778 ENST00000343810.4_MCRS1-001 4.39 53.77 0 2.36 34.03 0 44.81 57.87 8.43 31.41 10.94 60.26 52.72 19.92 13.34 43.8 36.83 0 29.24 50.32 0.44 19.36 9.91 39.06 26.35 60.64 3.96 36.48 11.95 15.19 83.29 0 0 216.98 86.42 0 21 0 26.37 0 7.39 0 152.46 0 0 41.55 68.62 38.12 3.01 53.24 0 59.33 7.68 22.01 73.08 23.6 0 0 64.03 42.01 5.08 30.95 1.34 33.66 99.21
ENSG00000258135 ENST00000546911.1_RP11-70F11.11-004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000257137 ENST00000551894.1_C12orf80-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000251151 ENST00000509870.1_HOXC-AS3-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250654 ENST00000505259.2_RP11-834C11.7-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250432 ENST00000504278.1_RP11-834C11.5-004 0 0 0 0 0 0 0 0 0 2.67 0 8.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000094916 ENST00000209875.4_CBX5-002 0.04 1.9 0.03 0 0.5 30.54 0.27 9.15 0 0 0.26 2.43 14.46 8.02 0.55 0.92 3.23 0 2.4 2.88 0.35 7.6 2.26 0 2.38 0.04 0.04 0.28 2.01 0 1.02 0.65 3.19 0.05 0.08 0.91 0.04 40.67 0.82 0 0.41 0.09 0 0 0 0.37 2.69 0 1.23 0.18 0.82 1.37 5.13 1.45 0.87 17.06 0.29 0.11 6.03 0 0.04 1.46 9.21 4.24 3.31
ENSG00000123405 ENST00000435572.2_NFE2-001 0 0 0 0 6.7 0 0 0 0 0 0 1.15 0 0 0 0 11.08 43.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.35 0 0 0 0 0 0 0 4.23 0 0 0 0 0 0 0 0 0 0.43 0 0 0 0 0 67.54
ENSG00000205323 ENST00000336133.3_SARNP-002 147.23 12.59 0 235.29 132.2 154.8 79.99 64.13 45.41 55.58 50.43 98.9 103.81 95.98 189.09 118.03 115.05 61.38 98.02 131.77 160.58 81.62 75.33 362.83 0 135.37 33.55 128.89 179.21 129.93 71.98 134.61 89.33 59.49 42.65 0 45.84 159.27 127.47 44.38 140.52 71.43 0 0 99.19 137.72 42.45 0 174.29 171.57 254.91 104.04 126.66 83.54 1.11 5.69 52.06 0 247.41 37.37 42.41 184.08 102.48 85.1 52.31
ENSG00000257449 ENST00000551846.1_RP11-603J24.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000181852 ENST00000345093.4_RNF41-001 0 0 116.72 2.36 1.35 20.3 0 0.66 16.75 37.33 0 15.53 8.24 11.41 17.88 22.49 0 0 17.15 22.63 0 29.76 0.34 0 0 0 0 15.61 0 1.48 25.3 1.04 0 0 0 0 95.38 0 31.26 0 0 0 0 0 0 0 0 0 0 0 0 27.24 0 32.35 0 42.46 0 0 53.37 0.14 50.26 0.29 0 5.32 0.17
ENSG00000175197 ENST00000346473.3_DDIT3-001 0 17.77 0 0 11.42 0 50.65 38.88 0 35.28 33.24 49.3 30.46 27.35 56.79 78.67 61.32 0 29.76 29.38 50.02 0 104.19 23.7 0 65.31 61.83 0 18.93 0 0 0.66 33.06 0 0 63.67 101.47 67.52 0 16.48 76.72 0 0 129.22 1.36 107.5 1 0 115.68 214.25 51.66 64.19 0 46.22 0 0 110.44 130.23 0 0 0 25.85 89.87 78.7 0
